0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
,,,,,,,,,,,,,MANUFACTURING,,,,,,,,,,,,,,SIC 371
,Annual,,,,,,,,,,,,,,Annual,,,,,,,,,,,,
Tear,,January,February,March,April,May,June,July,August,Septembei,October,November,December,,,January,February,,,,,,August,September,October,November,December
,Average,,,,,,,,,,,,,,Average,,,,,,,,,,,,
1953,739.4,730.1,756.9,777.7,789.5,,,,,,,,,,,,,,,,,,,,,,
,,,,,630.7,605.5,597.6,563.7,535.8,478.6,550.9,631.4,665.7,1975,,237.00,238.07,241.25,248.29,249.48,259.37,,,,,,
1954,601.5,670.0,651.7,635.9,,,,,,,,,,,,,,,,,,,,,,,
1955,718.3,691.5,709.4,730.1,744.4,744.0,737.7,717.3,680.7,651.3,671.0,764.1,778.4,,,,,,,,,,,,,,
,,,,666.8,644.5,603.3,565.3,551.9,532.8,496.4,594.8,651.9,670.1,,,,,PRODUCTION-WORKER  AVERAGE HOURLY EARNINGS -   IN  DOLLARS,,,,,,,,,
1956,619.5,756.5,699.6,,,,,,,,,,,,,,,,,,,,,,,,
1957,601.7,664.5,654.9,642.9,620.9,609.7,594.3,568.2,574.6,496.9,559.1,610.3,623.9,1934,.686,.618,.623,.636,.684,.695,.703,.711,.716,.721,.713,.713,.700
1958,452.5,576.6,523.0,474.0,428.1,418.2,413.8,402.0,370.4,428.2,319.8,532.4,543.4,1935,.720,.691,.689,.694,.702,.705,.739,.740,.746,.736,.732,.732,.733
1959,537.5,551.5,536.2,555.1,555.6,561.1,560.3,548.4,485.9,559.2,579.4,411.1,546.7,1936,.757,.739,.742,.747,.751,.753,.759,.762,.762,.756,.751,.769,.789
1960,563.3,607.7,622.7,600.9,574.1,568.0,564.5,525.6,467.7,549.6,565.3,563.1,549.8,1937,.878,.775,.807,.850,.874,.888,.894,.915,.912,.901,.910,.906,.900
,,,,,,,,,,,,,,1938,.913,.904,.905,.908,.910,.910,.915,.917,.925,.920,.916,.918,.911
1961,479.1,499.0,452.7,450.3,457.7,495.7,503.6,492.0,414.8,453.2,452.0,539.8,538.1,1939,.915,.908,.911,.913,.915,.917,.919,.914,.921,.920,.908,.908,.925
1962,534.0,526.3,522.7,519.1,525.0,540.5,547.7,530.5,418.3,552.0,567.1,575.8,582.4,1940,.936,.919,.923,.930,.930,.931,.939,.937,.946,.942,.941,.947,.945
1963,573.6,580.3,571.6,568.5,578.9,584.5,583.8,566.3,449.7.,584.4,598.8,606.5,610.4,,,,,,,,,,,,,,
1964,579.2,602.1,593.9,599.0,601.8,600.5,592.5,574.9,482.6!,623.9,414.2,622.3,642.8,1941,1.036,.960,.966,.974,.976,1.007,1.057,1.056,1.042,1.070,1.086,1.112,1.131
1965,658.9,648.3,648.6,655.5,657.6,664.0,669.3,651.1,560.4,672.7,687.1,696.4,695.9,1942,1.172,1.155,1.154,1.156,1.146,1.164,1.162,1.165,1.171,1.188,1.175,1.206,1.201
1966,670.3,677.6,685.5,687.7,684.0,689.7,684.5,608.1,518.0,692.1,702.1,709.6,704.2,1943,1.237,1.226,1.215,1.217,1.217,1.233,1.240,1.242,1.230,1.259,1.252,1.256,1.249
1967,626.9,670.7,661.7,654.0,631.1,646.2,649.0,567.0,534.0,574.9,576.8,670.7,686.8,1944,1.271,1.257,1.259,1.262,1.264,1.268,1.277,1.293,1.263,1.288,1.271,1.281,1.280
1968,680 8,679.1,677.7,684.4,679.0,683.9,691.6,674.2,536.1,704.4,714.2,718.7,725.9,1945,1.265,1.315,1.280,1.281,1.281,1.269,1.269,1.261,1.244,1.226,1.220,1.219,1.222
1969,708.0,724.0,714.7,711.0,689.7,671.5,717.8,650.4,695.9,736.1,735.6,724.0,725.1,1946,1.351,1.232,1.250,1.266,1.305,1.339,1.362,1.369,1.376,1.387,1.380,1.397,1.399
