0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
SIC  332,,,,,,,,,,,,,,,,,MANUFACTURING,,,,,,,,,,,,,,
,Annual,,,,,,,,,,,,,,,,,,Annual,,,,,,,,,,,,
Year,,January,February,March,,April,,May,,June,,July,,August,September,fember,December,Year,,January,February,March,April,May,June,July,August,September,October,November,December
,Average,,,,,,,,,,,,,,,,,,Average,,,,,,,,,,,,
1960,4.0,2.8,3.2,,4.1,,4.7,,4.0,,3.2,,3.4,4.4,4.9,,5.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1961,112.0,112.4,108.9,108.6,109.3,111.3,112.7,112.2,113.5,113.3,110.6,115.4,115.6
,,,,,,,,,,,,,,,,,,1962,115.8,113.3,116.7,116.2,116.7,115.7,117.2,115.3,113.6,115.9,116.5,116.2,116.7
1961,3.4,6.1,3.7,,3.9,,2.7,,2.8,,3.1,,2.9,3.8,3.7,2.9,2.3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2.8,2.6,1963,118.8,116.3,116.5,117.1,117.6,118.9,119.8,118.9,115.8,120.5,120.8,121.3,122.1
1962,3.2,3.2,2.7,,3.3,,3.3,,3.3,,2.8,,3.5,4.1,3.4,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2.6,1964,126.3,122.8,124.0,124.3,125.5,126.3,127.9,126.0,127.2,129.2,122.3,129.3,131.1
1963,3.2,2.8,2.8,,3.0,,2.8,,3.2,,2.8,,3.4,3.8,4.1,3.3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3.7,3.5,,3.0,2.5,1965,135.0,131.6,132.6,131.4,135.2,135.7,136.3,135.4,134.0,137.2,136.8,136.0,138.0
1964,3.3,3.1,2.8,,3.1,,3.7,,3.4,,3.3,,,,3.9,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.4,,1966,144.2,139.6,140.6,141.8,143.1,143.1,146.0,144.8,145.8,145.1,145.8,146.9,147.7
1965,3.6,2.7,2.9,,3.1,,3.4,,3.4,,3.6,,3.8,4.2,4.7,,3.4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5.8,6.2,4.4,3.7,1967,139.2,148.8,146.7,143.5,140.9,141.7,142.9,126.8,140.4,130.0,127.0,140.2,141.4
1966,4.8,3.6,3.8,,4.3,,4.4,,4.6,,4.5,,6.7,,,,,,,,,,,,,,,,,,
,,,,,,,4.7,,4.3,,4.4,,4.1,5.6,6.0,4.1,3.4,1968,140.9,140.2,140.4,139.1,140.3,139.8,141.8,139.2,138.3,141.2,140.8,142.9,146.4
1967,4.7,5.1,4.4,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,4.5,,4.9,6.2,6.1,4.1,3.6,1969,147.0,146.9,148.1,147.1,145.7,146.9,149.3,140.7,141.6,148.8,148.5,150.0,150.4
1968,4.8,4.2,4.1,,4.6,,4.6,,4.8,,,,,,,,,,,,,,,,,,,,,,
,,,4.6,,5.2,,5.7,,6.0,,5.5,,5.6,7.2,7.2,4.5,4.5,1970,140.5,149.1,148.1,146.1,145.7,145.4,143.6,137.4,131.5,138.9,131.2,132.4,137.0
1969,5.6,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,5.6,5.1,5.9,,5.5,,5.8,,5.5,,5.6,,7.2,6.0,5.9,5.5,3.1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1971,136.3,136.6,137.0,136.4,136.0,135.0,136.5,131.8,134.2,137.7,137.5,138.0,139.3
1971,3.9,3.7,3.0,,3.8,,4.1,,3.5,,3.3,,4.7,4.8,4.5,3.5,3.7,1972,142.0,138.9,139.9,140.7,141.7,142.8,143.1,136.2,140.7,143.7,143.9,145.6,146.9
1972,3.9,3.9,3.1,,3.6,,3.5,,3.5,,3.8,,4.8,4.9,5.3,3.3,3.4,1973,153.7,147.3,149.7,148.9,149.1,152.3,154.9,152.5,154.0,156.9,158.0,159.8,161.1
1973,4.7,4.2,3.8,,4.7,,4.3,,4.6,,4.8,,4.8,6.7,5.5,4.6,3.4,1974,156.4,159.6,157.3,154.0,155.5,155.9,157.5,154.1,154.7,157.5,158.1,157.5,154.5
1974,4.7,5.0,4.7,,5.2,,4.4,,4.7,,4.8,,4.5,5.8,5.2,3.7,4.1,1975,,151.7,142.5,138.4,140.2,136.6,135.8,,,,,,
1975,,5.8,4.3,,4.1,,3.8,,3.6,,3.8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,WOMEN  EMPLOYEES -   IN THOUSANDS,,,,,,,
,,,,,,,,QUITS  PER  100  EMPLOYEES,,,,,,,,,,1958,,4.9,,,4.5,,,4.4,,,4.1,,
1958,.6,.6,.4,,.5,,.5,,.5,,.5,,.5,.8,.9,.7,.5,1959,4.7,4.6,4.6,4.7,4.7,4.7,4.8,4.8,4.8,4.8,4.8,4.6,4.9
1959,1.2,.8,.9,,1.1,,1.4,,1.5,,1.3,,1.3,1.6,1.8,.8,.7,1960,4.8,5.0,5.0,4.9,4.9,4.9,4.8,4.7,4.5,4.8,4.7,4.6,4.6
1960,.8,.8,.9,,.8,,1.0,,.9,,.8,,.8,1.0,1.1,.5,.4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1961,4.5,4.6,4.6,4.5,4.4,4.4,4.5,4.4,4.4,4.5,4.4,4.6,4.5
1961,.7,.5,.4,,.5,,.7,,.7,,.7,,.7,1.0,1.2,.7,.7,1962,4.5,4.5,4.6,4.5,4.5,4.5,4.5,4.6,4.5,4.5,4.5,4.5,4.5
1962,1.0,.8,.8,,1.0,,1.1,,1.2,,1.0,,1.0,1.5,1.4,.8,.6,1963,4.5,4.5,4.5,4.5,4.4,4.5,4.4,4.5,4.3,4.4,4.5,4.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
1963,1.1,.7,.7,,.9,,1.1,,1.2,,1.0,,1.1,1.6,1.7,.8,.7,1964,4.5,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.6,4.5,4.4,4.6,4.6
1964,1.4,1.1,1.0,,1.3,,1.5,,1.5,,1.4,,1.4,2.0,2.3,1.2,1.0,1965,4.8,4.6,4.6,4.7,4.7,4.8,4.8,4.8,4.8,5.0,5.0,5.1,5.1
1965,1.8,1.2,1.3,,1.5,,1.8,,1.9,,1.8,,1.7,2.5,3.0,1.8,1.5,1966,5.7,5.1,5.2,5.3,5.5,5.6,5.8,5.6,5.7,5.9,5.9,6.1,6.1
1966,2.8,2.0,2.0,,2.7,,2.8,,2.7,,2.8,,2.6,3.9,4.2,2.4,2.1,1967,6.0,6.4,6.2,6.2,6.0,6.0,6.1,5.8,5.9,6.0,6.0,5.9,5.9
1967,2.4,2.5,2.2,,2.5,,2.5,,2.4,,2.5,,2.1,3.0,3.4,2.1,1.6,1968,5.7,5.7,5.7,5.6,5.7,5.7,5.7,5.7,5.6,5.7,5.8,5.8,5.9
1968,2.7,2.0,1.9,,2.4,,2.5,,2.8,,2.5,,2.5,4.2,4.0,2.6,2.2,1969,6.2,5.8,5.8,5.8,5.9,5.9,6.0,6.6,6.4,6.5,6.7,6.6,6.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,See footnotes  at  end  of  tables.,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,
