0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
,,,,,,,,,,,,,,,1968,3.4,3.6,3.4,3.4,3.3,3.6,5.0,,3.4,3.5,4.0,3.6,2.4,2 .1
,,,,,PRODUCTION-WORKER  AVERAGE  WEEKLY  HOURS,,,,,,,,,,1969,2.4,2.6,2 .2,3.0,2.3,2.3,3.9,,2.7,2.4,2.9,2.3,1.3,1.3
,,,,,,,,,,,,,,,1970,1.7,1.6,1.5,1.4,1.5,1.9,3.0,,2.1,2.1,1.7,1.4,1.3,1.2
1947,41.2,41.0,41.1,41.1,40.7,41.0,41.4,40.9,40.5,41.3,41.5,41.5,42.7,,,,,,,,,,,,,,,,
1948,41.3,41.0,41.0,41.5,41.1,41.4,41.3,41.4,41.2,41.6,41.8,41.6,41.1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1971,1.9,3.0,1.7,1.8,1.6,1.7,2.5,,1.8,2.1,2 .2,1.6,1.7,1.1
1949,39.7,40.6,41.0,39.3,36.4,40.0,39.4,40.0,39.4,40.0,40.0,39.9,40.4,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1972,2 .6,1.8,1.9,1.9,2.7,3.3,3.0,,2.9,3.5,3.0,2.9,2 .2,1.5
1950,41.6,39.9,40.1,40.3,40.3,40.4,40.4,42.3,42.3,42.8,42.9,43.1,42.2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1973,2 .2,2.9,1.9,1.8,1.8,2 .0,2 .8,,2.4,2.5,2.3,2.4,2 .0,1.3
,,,,,,,,,,,,,,,1974,2 .2,2 .2,2 .1,2 .2,2.4,2.3,2 .8,,2.7,2.4,2.3,2 .0,1.4,1.1
1951,43.3,41.7,42.4,42.8,42.4,42.9,42.1,42.8,43.6,43.9,43.7,43.6,44.8,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1975,,1.8,1.6,1.9,1.7,1.6,2 .0,,,,,,,
1952,42.5,44.1,44.4,44.0,43.1,43.4,43.2,42.0,40.7,42.4,42.0,40.7,41.4,,,,,,,,,,,,,,,,
1953,40.7,40.7,41.3,40.9,40.4,41.1,41.0,40.9,40.6,40.7,40.6,39.6,40.6,,,,,,,,,,,,,,,,
,,,,,,,,,,,40.2,40.4,40.4,,,,,,,,NEW HIRES PER  100  EMPLOYEES,,,,,,,,
1954,39.9,39.7,39.7,39.9,39.4,39.7,39.8,39.8,39.8,39.8,,,,,,,,,,,,,,,,,,,
1955,40.4,39.7,40.2,40.3,40.3,40.5,40.6,40.0,40.1,40.7,40.7,41.0,41.0,,1958,2.9,2.4,2.3,3.2,2.9,2 .8,4.3,,3.1,2.9,3.1,3.1,2 .6,2.3
1956,41.5,41.0,41.3,41.0,41.5,41.5,41.3,41.4,40.9,41.8,42.0,41.7,42.3,,1959,2.5,2.5,2.3,3.0,2 .1,1.9,3.4,,2 .6,2 .6,2.7,2 .6,2 .2,1.5
1957,40.5,41.7,41.7,41.3,41.1,40.4,40.4,39.7,39.8,39.8,39.6,39.7,40.5,,1960,1.9,1.7,1.9,1.8,1.5,1.6,1.8,,1.6,2 .2,2 .2,2.7,1 .8,1.7
1958,40.8,41.0,40.3,40.5,40.5,40.5,40.5,40.6,40.5,40.9,41.2,41.2,42.1,,,,,,,,,,,,,,,,
1959,41.3,41.7,41.4,41.5,41.1,41.7,41.3,41.1,40.7,41.3,41.2,41.3,41.7,,1961,2.1,2.1,1.8,1.6,2 .0,1.9,2.7,,2.4,1.9,2 .8,2.4,1.9,1.7
1960,40.9,41.2,41.0,41.2,40.6,41.1,40.3,40.6,40.7,41.1,40.9,41.0,40.7,,1962,2 .0,2.4,2.3,1.9,2 .1,2 .1,3.0,,2.5,2 .0,1.9,1.7,1 .2,1.0
,,,,,,,,,,,,,,,1963,1.6,1.5,1.4,1.2,1.3,1.4,2 .0,,1.8,2 .0,2.1,1.9,1.3,1.0
1961,41.1,41.1,40.8,41.1,40.9,40.8,40.8,40.5,40.9,41.1,41.5,41.7,41.8,,1964,1.1,1.1,1.2,1.2,1 .2,1.0,1.3,,1.1,1.2,1.1,1.0,.8,.8
1962,41.2,41.1,41.2,41.3,41.4,41.2,41.2,40.6,40.9,41.2,41.0,41.3,41.6,,1965,1.8,1.0,1.1,1.4,1.4,1.6,2 .6,,2.3,2.7,2.3,2.1,1.7,1.3
1963,41.1,41.4,41.3,40.9,40.5,41.1,41.3,40.8,41.2,41.4,41.2,40.7,41.5,,1966,3.3,2.7,2.7,3.0,2.9,3.1,4.1,,3.4,3.7,4.1,4.5,3.3,1.9
1964,40.5,40.9,40.4,40.3,40.5,40.3,40.7,40.1,40.2,40.1,40.7,40.7,41.3,,1967,3.3,3.4,2.7,2.4,2 .6,2.9,5.0,,3.2,4.1,3.8,3.7,3.2,2 .6
1965,41.9,41.4,41.1,41.4,41.1,41.6,41.8,42.2,42.0,41.9,42.4,42.4,42.9,,1968,2 .8,3.0,2 .8,2 .8,2 .8,2 .8,4.1,,2.9,3.0,3.3,2.9,2 .0,1 .6
1966,42.2,42.7,42.2,41.8,42.1,42.3,42.1,42.0,41.8,42.2,42.2,42.6,42.5,,1969,1.8,2 .0,1.7,2.4,1 .8,1 .8,3.2,,1.9,1.7,2 .2,1.5,.7,.7
1967,41.7,42.3,41.4,41.5,41.3,41.9,41.0,41.4,41.6,42.3,41.8,42.0,42.2,,1970,.9,.9,.8,.7,.7,1.0,1.6,,1.1,1.1,1.0,.7,.6,.6
1968,41.5,40.5,42.0,41.5,40.5,41.5,41.6,41.0,41.5,42.0,42.2,41.7,41.8,,,,,,,,,,,,,,,,
1969,40.4,40.3,40.0,40.5,40.4,40.5,40.8,39.8,40.2,40.6,40.3,40.6,40.9,,1971,.9,.6,.7,.8,.7,.7,1.4,,.9,1.3,1.3,1.0,1.1,.6
1970,40.5,40.9,40.7,40.8,40.8,40.7,40.7,39.8,40.2,39.9,40.2,40.5,41.1,,1972,1.6,1.0,1.0,1.0,1.5,2 .1,2 .0,,1.9,2 .2,1.9,2.1,1.4,.9
,,,,,,,,,,,,,,,1973,1.4,1.6,1.2,1.1,1.1,1.3,1.9,,1.4,1.7,1.6,1.5,1.1,8
1971,41.6,41.6,41.2,41.7,41.3,41.4,41.8,41.2,41.6,41.8,41.6,41.8,42.2,,1974,1.4,1.3,1.2,1.4,1.4,1.5,2.1,,1.7,1.6,1.6,1.4,.9,.7
1972,42.0,41.5,42.1,42.0,41.9,41.8,41.9,41.6,42.4,42.0,42.1,42.1,42.5,,1975,,1.1,1.1,1.1,.9,1.0,1.1,,,,,,,
1973,41.8,41.9,42.3,42.2,41.6,41.5,41.6,41.7,41.0,42.0,41.8,41.6,42.4,,,,,,,,,,,,,,,,
1974,41.7,41.2,41.6,42.4,41.1,42.1,42.0,41.2,41.3,41.5,41.3,41.9,42.3,,,,,,,,SEPARATIONS  PER  100  EMPLOYEES,,,,,,,,
1975,,41.6,41.4,41.5,41.2,41.0,41.7,,,,,,,,1958,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2 .2,2.9,2 .6,2 .0,2.3,2.5,2.4,,1.8,2.2,2 .8,2 .1,1.9,1.4
,,,,,,,,,,,,,,,1959,2.4,2.7,2.5,2 .8,2.4,2.3,2.3,,2.1,2.3,3.3,2.4,1.7,1.4
,,,,,PRODUCTION-WORKER AVERAGE  WEEKLY OVERTIME  HOURS,,,,,,,,,,1960,2.4,,1.9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2 .0,,2 .2,2.7,2 .2,3.1,,2.4,2.2,3.5,2.3,2.4,1.9
1956,2.5,2 .2,2.1,2.4,2.4,2.4,2.3,2.5,2 .2,3.0,2.9,2.6,2.9,,,,,,,,,,,,,,,,
1957,1.7,2.3,2.3,2 .2,2 .0,1 .8,1.7,1.4,1.4,1.4,1.0,1.1,1.4,,1961,2.3,2 .2,2 .1,2.3,2 .0,"2 ,1",2.3,,2 .2,2.6,3.1,2 .2,2 .0,1.9
1958,1 .8,1 .8,1.7,1.7,1 .8,1.4,1.5,1.7,1 .6,2.1,2.1,2.1,2.5,,1962,2.7,"3.5,...",2 . 6 ; ;,2 .L,25,2.3,2.7,,14,2.9,3.6,2 .8,2 .6,2 .0
1959,2 .2,2.4,2.1,2.1,2 .1,2.3,2.3,2.3,2 .1,2 .6,2.1,1.9,2 0,,1963,2.7,1 2,31,3.7,2.4,2 .2,2.3,,2 .2,2.8,3.2,2.5,2.4,2.1
See footnotes  at end o f tables.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4 8,,,,,,,,,,,,,,,
