0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
,,,,,,,,,,,,,,MANUFACTURING,,,,,,,,,,,,,SIC  332
,,,,,,,,,,,,,,,,,Annual,,,,,,,,,,
,,,,,,,,,w y,August,,October,November,December,,Year,,Jbnuary,February,March,AprilMayJuneJuly,,August,September,October,November,December
,,,,,,,,,,,,,,,,,Average,,,,,,,,,,
1948,1.436,1.388,1.391,,1.399,1.402,1.407,1.423,1.432,1.449,1.483,1.488,1.487,1.487,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1962,2.9,2.6,2.6,3.0,2.83.23.4,2.8,2.5,2.7,2.9i,3.0i,3.5
1949,1.481,1.487,1.485,,1.476,1.476,1.472,1.477,1.477,1.478,1.486,1.485,1.483,1.494,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1963,3.7,3.1,3.6,3.5,3.13.94.3,3.4,3.5,3.8,3.8!,4.2,4.7
1950,1.559,1.503,1.508,,1.512,1.525,1.530,1.541,1.540,1.551,1.575,1.599,1.610,1.641,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1964,4.7,4.7,4.5,4.6,4.74.75.1,4.4,4.7,4.9,4.3!,4.7,5.4
,,,,,,,,,,,,,1.71,,,1965,5.5,5.3,5.7,5.9,5.15.86.0,5.3,5.1,5.7,5.7,5.6,5.5
1951,1.69,1.65,1.66,,1.68,1.69,1.69,1.69,1.69,1.69,1.71,1.71,,1.73,,,,,,,,,,,,,
,,1.74,,,1.75,1.74,1.75,1.76,1.73,1.76,1.80,1.83,1.83,1.85,,1966,5.3,5.1,5.6,5.6,5.65.15.4,4.6,5.1,5.3,5.4l,5.4,5.4
1952,1.77,,1.74,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1.88,,,1.89,1.90,,,,,1967,4.2,4.9,4.4,4.0,3.83.74.6,3.8,4.2,4.5,4.31,4.1,4.4
1953,1.88,1.84,1.86,,1.88,1.88,,1.89,1.90,,,1.89,1.89,1.90,,,,,,,,,,,,,
,,,,,,,1.90,,1.89,1.90,1.91,1.93,1.93,1.94,,1968,4.9,4.2,4.3,4.4,3.74.95.1,5.0,4.9',5.8,5.7',5.9i,5.3
1954,1.91,1.91,1.89,,1.89,1.90,,1.90,,,,,,,,,,,,,,,,,,,
,,,1.97,,,2.00,2.01,2.00,2.02,2.02,2.06,2.09,2.09,2.08,,1969,5.1,5.4,5.3,5.0,4.94.84.7,4.3,5.0',5.6,5.4l,4.9i,5.5
1955,2.03,1.95,,,1.98,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2.09,2.09,2.10,2.10,2.11,2.14,2.16,2.17,2.19,,1970,3.9,4.8,4.2,4.1,3.74.24.2,4.0,3.6,3.5,3.31,3.0I,3.3
1956,2.12,2.09,2.08,,2.09,,,,,,,,,,,,,,,,,,,,,,
1957,2.23,2.18,2.20,,2.20,2.20,2.21,2.23,2.23,2.24,2.26,2.28,2.27,2.28,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1971,3.7,3.4,3.4,3.3,3.43.63.5,3.3,3.6,3.7,4.2!,4.1,4.6
1958,2.31,2.28,2.28,,2.28,2.29,2.29,2.30,2.31,2.30,2.32,2.32,2.37,2.39,,,,,,,,,,,,,
,,,,,,,2.44,,,2.40,2.43,,2.41,,,1972,4.8,4.3,4.6,4.5,4.84.74.9,4.3,4.2,5.1,5.2!,5.3i,5.9
1959,2.42,2.39,2.39,,2.41,2.42,,2.43,2.42,,,2.42,,2.46,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1973,6.2,6.1,6.3,5.7,6.55.96.2,5.5,5.7,6.6,6.5i,6.5i,6.2
1960,2.49,2.48,2.49,,2.50,2.47,2.48,2.49,2.48,2.47,2.51,2.50,2.49,2.51,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1974,5.0,5.1,4.9,5.1,3.75.65.6,4.7,5.5,5.5,5.31,4.7,4.5
,2.54,2.50,2.49,,2.50,2.51,2.53,2.53,2.54,2.55,2.54,2.56,2.59,2.63,,1975,,3.5,3.4,3.2,3.33.33.6,,,,,,
1961,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,2.63,2.62,2.61,,2.62,2.62,2.62,2.63,2.62,2.59,2.64,2.63,2.66,2.68,,,,,,,,,,,,,
